gold_label,Premise,Hypothesis,pred_label,pred_expl,heuristic
entailment,The manager and the professors waited .,The professors waited .,entailment, the staff waiting the same time as they wait .,subsequence
entailment,The scientist and the professor stopped the student .,The professor stopped the student .,entailment, the professor is the professor .,subsequence
entailment,The secretaries and the authors resigned .,The authors resigned .,entailment, the word and ' are both words .,subsequence
entailment,The professor and the secretary resigned .,The secretary resigned .,entailment, the president and the nun are the same .,subsequence
entailment,The lawyers recommended the bankers and the judges .,The lawyers recommended the bankers .,entailment, the postal and the judges are the same .,subsequence
entailment,The lawyers stopped the tourist and the manager .,The lawyers stopped the tourist .,entailment, the manager is being stopped by the tourist .,subsequence
entailment,The president and the senator waited .,The senator waited .,entailment, the president and the pastor are waiting .,subsequence
entailment,The banker supported the actors and the managers .,The banker supported the actors .,entailment, the leader being the actors and the conductor .,subsequence
entailment,The tourist and the athletes introduced the bankers .,The athletes introduced the bankers .,entailment, the athletes and the athletes are the same .,subsequence
entailment,The secretary and the doctors believed the presidents .,The doctors believed the presidents .,entailment, the doctors and the doctors have the same meaning .,subsequence
entailment,The judges and the artists waited .,The artists waited .,entailment, the artists are waiting for the customers .,subsequence
entailment,The bankers and the president helped the tourist .,The president helped the tourist .,entailment, the and and the are the same .,subsequence
entailment,The senator admired the bankers and the artists .,The senator admired the bankers .,entailment, the spotlight is being done by the .,subsequence
entailment,The secretary admired the manager and the senator .,The secretary admired the manager .,entailment, the manager is the manager .,subsequence
entailment,The tourist and the lawyers arrived .,The lawyers arrived .,entailment, the postal and the are being worked on the truck .,subsequence
entailment,The student saw the senator and the managers .,The student saw the senator .,entailment, the student saw the .,subsequence
entailment,The athletes contacted the professors and the artists .,The athletes contacted the professors .,entailment, the athletes are the same .,subsequence
entailment,The doctor and the lawyer admired the student .,The lawyer admired the student .,entailment, the lawyer is the same as the senior citizen .,subsequence
entailment,The artist and the actor mentioned the secretaries .,The actor mentioned the secretaries .,entailment, the actor and the actor are the same .,subsequence
entailment,The doctor supported the secretaries and the lawyers .,The doctor supported the secretaries .,entailment, the doctors are the lawyers .,subsequence
entailment,The students and the scientist waited .,The scientist waited .,entailment, the students are waiting .,subsequence
entailment,The scientists and the bankers mentioned the tourist .,The bankers mentioned the tourist .,entailment, the and the are both subjects .,subsequence
entailment,The author and the lawyer contacted the athlete .,The lawyer contacted the athlete .,entailment, the jockey is the athlete .,subsequence
entailment,The judges and the athletes mentioned the banker .,The athletes mentioned the banker .,entailment, the judges and the athletes that the the are the same .,subsequence
entailment,The senators stopped the lawyers and the president .,The senators stopped the lawyers .,contradiction, the officers can not be the same as they are arguing the .,subsequence
entailment,The president admired the tourists and the actor .,The president admired the tourists .,entailment, the officer is the bride .,subsequence
entailment,The professor introduced the artist and the athlete .,The professor introduced the artist .,entailment, the professor and the student are the same .,subsequence
entailment,The senators and the judges stopped the athlete .,The judges stopped the athlete .,entailment, the judges stopped the athlete is the same as the judges stopped the athlete .,subsequence
entailment,The presidents and the student advised the athletes .,The student advised the athletes .,entailment, the professor and the student are the student .,subsequence
entailment,The doctor recognized the presidents and the student .,The doctor recognized the presidents .,entailment, the professor is the professor .,subsequence
entailment,The athletes and the students resigned .,The students resigned .,entailment, athletes are students .,subsequence
entailment,The author and the athlete supported the students .,The athlete supported the students .,entailment, the athlete is the conductor .,subsequence
entailment,The actors helped the manager and the lawyer .,The actors helped the manager .,contradiction, the cop and the manager are two different people .,subsequence
entailment,The doctors and the secretaries arrived .,The secretaries arrived .,entailment, the doctors and the arrival are the same as the bridesmaids .,subsequence
entailment,The artist and the lawyer performed .,The lawyer performed .,entailment, the singer is a professional .,subsequence
entailment,The author and the artist waited .,The artist waited .,entailment, the artist waiting is the same as the author waited .,subsequence
entailment,The judges and the professor ran .,The professor ran .,entailment, the professor ran is the same as the professor ran .,subsequence
entailment,The manager and the banker encouraged the doctors .,The banker encouraged the doctors .,entailment, the manager and the apprentice are both the same person .,subsequence
entailment,The artist and the scientists introduced the tourists .,The scientists introduced the tourists .,entailment, the artist and the scientists who are the same .,subsequence
entailment,The manager admired the doctors and the professors .,The manager admired the doctors .,entailment, the manager is the employee .,subsequence
entailment,The president recognized the lawyers and the tourist .,The president recognized the lawyers .,entailment, the president and the second sentence are talking about the president .,subsequence
entailment,The artist and the judges shouted .,The judges shouted .,entailment, the singer is a singer .,subsequence
entailment,The lawyers called the scientist and the doctor .,The lawyers called the scientist .,entailment, the professor and the doctor are both doctors .,subsequence
entailment,The managers and the doctor performed .,The doctor performed .,entailment, the doctor and the doctor perform surgery .,subsequence
entailment,The managers and the scientist waited .,The scientist waited .,entailment, the scientist and the scientist are both waiting .,subsequence
entailment,The actor and the lawyers supported the authors .,The lawyers supported the authors .,entailment, the jockey is being interviewed .,subsequence
entailment,The students encouraged the senator and the secretary .,The students encouraged the senator .,contradiction, the students can not be both the nuns and the president and the same time .,subsequence
entailment,The tourists and the professors thanked the secretary .,The professors thanked the secretary .,entailment, the and and the bridesmaids are both the same .,subsequence
entailment,The manager and the actors advised the doctors .,The actors advised the doctors .,entailment, the employees are the people .,subsequence
entailment,The professor thanked the scientists and the athlete .,The professor thanked the scientists .,entailment, the professor is the .,subsequence
entailment,The student and the professor encouraged the judges .,The professor encouraged the judges .,entailment, the professor and the professor are the same .,subsequence
entailment,The senator and the students ran .,The students ran .,entailment, the students ran is the same as the students ran .,subsequence
entailment,The professor and the athlete mentioned the artists .,The athlete mentioned the artists .,entailment, the word `` the '' is a rephrasing of `` the artist . '',subsequence
entailment,The tourist and the athletes introduced the manager .,The athletes introduced the manager .,entailment, the team and the athletes are the same .,subsequence
entailment,The scientists and the professors saw the authors .,The professors saw the authors .,contradiction, the first sentence says the scientists and the professor were the second sentence .,subsequence
entailment,The managers and the doctors avoided the actors .,The doctors avoided the actors .,entailment, the employees and the doctors were the same .,subsequence
entailment,The scientists believed the secretary and the lawyer .,The scientists believed the secretary .,entailment, the doctors and the doctor are both the the same .,subsequence
entailment,The artists and the authors avoided the bankers .,The authors avoided the bankers .,entailment, the artists were the same as the artists were the .,subsequence
entailment,The athlete and the manager recognized the professor .,The manager recognized the professor .,entailment, the manager is the professor .,subsequence
entailment,The athletes and the lawyer arrived .,The lawyer arrived .,entailment, the jockey and the jockey are the same thing .,subsequence
entailment,The manager and the senators performed .,The senators performed .,entailment, the manager and the representatives perform is the same as the act performed .,subsequence
entailment,The student and the tourists believed the professor .,The tourists believed the professor .,entailment, the student and the tourists were the same .,subsequence
entailment,The author helped the scientist and the banker .,The author helped the scientist .,entailment, the professor and the apprentice are both at the same time .,subsequence
entailment,The president and the judge ran .,The judge ran .,entailment, the judge ran is the same as the judge ran .,subsequence
entailment,The manager recognized the professor and the judge .,The manager recognized the professor .,entailment, the manager is the professor .,subsequence
entailment,The lawyers encouraged the senators and the scientist .,The lawyers encouraged the senators .,neutral, the second sentence is explaining the topic .,subsequence
entailment,The senator believed the artists and the author .,The senator believed the artists .,entailment, the second sentence is less descriptive of the word,subsequence
entailment,The actor called the artist and the professor .,The actor called the artist .,entailment, the actor is the professor .,subsequence
entailment,The actors stopped the banker and the judges .,The actors stopped the banker .,contradiction, the officers are either paying the or the officer .,subsequence
entailment,The scientist and the managers avoided the tourist .,The managers avoided the tourist .,entailment, the scientist and the manager are the same .,subsequence
entailment,The tourist and the author slept .,The author slept .,entailment, the tourist and the author slept are the same as the author .,subsequence
entailment,The doctors and the actors thanked the lawyer .,The actors thanked the lawyer .,entailment, the actors are the people .,subsequence
entailment,The senators avoided the artists and the tourist .,The senators avoided the artists .,entailment, the second sentence is less descriptive of the first,subsequence
entailment,The tourist and the senator avoided the scientist .,The senator avoided the scientist .,entailment, the and the are both sentences .,subsequence
entailment,The students saw the doctor and the presidents .,The students saw the doctor .,entailment, doctor and the professor are the same .,subsequence
entailment,The doctor thanked the presidents and the artist .,The doctor thanked the presidents .,entailment, the artist is the name of the .,subsequence
entailment,The doctor advised the judges and the secretaries .,The doctor advised the judges .,entailment," the doctor and the doctor are both sentences , and the doctor is the judges .",subsequence
entailment,The judges and the presidents slept .,The presidents slept .,entailment, the second sentence is less descriptive than the first .,subsequence
entailment,The scientists and the presidents waited .,The presidents waited .,entailment, the professor and the six waited are the same .,subsequence
entailment,The author encouraged the judges and the presidents .,The author encouraged the judges .,entailment, the author and the president is the same as the judges .,subsequence
entailment,The banker and the secretaries thanked the tourist .,The secretaries thanked the tourist .,entailment, the and the are the same .,subsequence
entailment,The scientists stopped the athlete and the artists .,The scientists stopped the athlete .,entailment, the athlete stopped the athlete is the same as the scientists stopped the athlete .,subsequence
entailment,The president helped the students and the athletes .,The president helped the students .,entailment, the second sentence is less descriptive of the first,subsequence
entailment,The senator and the athletes slept .,The athletes slept .,entailment, the athletes are athletes .,subsequence
entailment,The athletes and the doctors introduced the tourists .,The doctors introduced the tourists .,entailment, the athletes and the doctors have the same meaning .,subsequence
entailment,The bankers avoided the tourist and the president .,The bankers avoided the tourist .,entailment, the and the the and the are the same .,subsequence
entailment,The doctor avoided the scientists and the lawyers .,The doctor avoided the scientists .,entailment, the doctor and the doctors are both sentences .,subsequence
entailment,The scientists and the judges introduced the manager .,The judges introduced the manager .,entailment, the manager and the judges are the same .,subsequence
entailment,The professor and the tourist danced .,The tourist danced .,entailment, the dancer is a tourist .,subsequence
entailment,The student and the judge supported the doctor .,The judge supported the doctor .,entailment, the professor is the same as the student .,subsequence
entailment,The tourist and the president supported the athletes .,The president supported the athletes .,entailment, the word `` '' and `` the '' are the same thing .,subsequence
entailment,The professors and the secretary slept .,The secretary slept .,contradiction, the office and the office are both asleep .,subsequence
entailment,The judge and the tourist introduced the banker .,The tourist introduced the banker .,entailment, the merchant is a person .,subsequence
entailment,The secretaries and the lawyer saw the artists .,The lawyer saw the artists .,entailment, the and the jockey saw the artists .,subsequence
entailment,The lawyers and the athlete avoided the professors .,The athlete avoided the professors .,entailment, the phrase `` and '' are the same thing .,subsequence
entailment,The scientists supported the tourist and the presidents .,The scientists supported the tourist .,entailment, the scientists are the same as the .,subsequence
entailment,The doctors and the artist ran .,The artist ran .,entailment, the first sentence is less descriptive of the artist,subsequence
entailment,The scientists advised the manager and the authors .,The scientists advised the manager .,contradiction, the manager can not be both .,subsequence
entailment,The student and the secretaries waited .,The secretaries waited .,entailment, the and the are waiting for the student .,subsequence
entailment,The professors admired the artists and the secretaries .,The professors admired the artists .,entailment, the renaissance artist is the same as the .,subsequence
entailment,The president and the bankers helped the athlete .,The bankers helped the athlete .,entailment, the and helped are the same as the athlete .,subsequence
entailment,The student and the author slept .,The author slept .,contradiction, the student and the patient are both asleep .,subsequence
entailment,The artist and the bankers thanked the senators .,The bankers thanked the senators .,entailment, the artist and the are the same .,subsequence
entailment,The president and the athlete advised the scientists .,The athlete advised the scientists .,entailment," the first sentence is a rephrasing of the first sentence , the first sentence is a simplified version of the first sentence .",subsequence
entailment,The bankers and the judge shouted .,The judge shouted .,entailment, the judge is a judge .,subsequence
entailment,The athlete supported the actor and the doctor .,The athlete supported the actor .,entailment, the athlete is being followed by the actor .,subsequence
entailment,The lawyers and the secretaries saw the professor .,The secretaries saw the professor .,entailment, the first sentence says the same thing as the first sentence says that the the the the the the same thing was the .,subsequence
entailment,The scientist saw the athlete and the judges .,The scientist saw the athlete .,entailment, the scientist saw the athlete is the same as the scientist saw the athlete .,subsequence
entailment,The artist and the scientists introduced the actors .,The scientists introduced the actors .,entailment, the word and the are explaining the same .,subsequence
entailment,The authors and the lawyers arrived .,The lawyers arrived .,entailment, the postal and the are arriving .,subsequence
entailment,The lawyers and the banker avoided the doctors .,The banker avoided the doctors .,entailment, the and the are being described as the same as both sentences .,subsequence
entailment,The actor introduced the lawyers and the secretary .,The actor introduced the lawyers .,neutral, the actor is not necessarily the mayor .,subsequence
entailment,The author and the senators shouted .,The senators shouted .,entailment, the pope is the same as the word ' .,subsequence
entailment,The doctor helped the authors and the scientist .,The doctor helped the authors .,entailment, the librarian and the scientist are the same .,subsequence
entailment,The bankers and the scientists mentioned the managers .,The scientists mentioned the managers .,entailment, the scientists and the scientists who the group of people are the same .,subsequence
entailment,The students recommended the banker and the secretaries .,The students recommended the banker .,entailment, the students are the same as the professor .,subsequence
entailment,The managers and the judge avoided the doctors .,The judge avoided the doctors .,entailment, the judge and the judge are the same .,subsequence
entailment,The lawyers recommended the secretary and the president .,The lawyers recommended the secretary .,entailment, the nun is giving the president .,subsequence
entailment,The students recognized the doctor and the athlete .,The students recognized the doctor .,entailment, the student is the instructor,subsequence
entailment,The president and the doctor supported the bankers .,The doctor supported the bankers .,entailment, the doctor is the doctor .,subsequence
entailment,The actor and the bankers shouted .,The bankers shouted .,entailment, the actor is the actor and the are the people .,subsequence
entailment,The presidents and the authors supported the doctor .,The authors supported the doctor .,entailment, the nun and the nun are the same .,subsequence
entailment,The tourist and the professors thanked the president .,The professors thanked the president .,entailment, the and and the are both .,subsequence
entailment,The senator and the lawyers encouraged the managers .,The lawyers encouraged the managers .,entailment, the postal organization is the same as the .,subsequence
entailment,The scientists and the secretaries shouted .,The secretaries shouted .,entailment, the second sentence is a less descriptive version of the first sentence .,subsequence
entailment,The judges mentioned the secretaries and the lawyers .,The judges mentioned the secretaries .,entailment, the judges and the lawyers are the same .,subsequence
entailment,The judges recognized the senators and the professors .,The judges recognized the senators .,entailment, the judges are the same as the judges .,subsequence
entailment,The secretary mentioned the student and the senators .,The secretary mentioned the student .,entailment, the professor and the pep is the same as the student .,subsequence
entailment,The judge admired the lawyers and the artist .,The judge admired the lawyers .,entailment, the judge is the same as the .,subsequence
entailment,The senator and the lawyer saw the artists .,The lawyer saw the artists .,entailment, the first sentence is less descriptive of the first .,subsequence
entailment,The judges and the bankers shouted .,The bankers shouted .,entailment, the judges and the pope could be the same as the .,subsequence
entailment,The lawyer advised the scientist and the author .,The lawyer advised the scientist .,entailment, the doctor is the scientist .,subsequence
entailment,The secretaries and the author shouted .,The author shouted .,entailment, the author is a rephrasing of the statement that the pope and the author .,subsequence
entailment,The lawyers thanked the secretary and the judge .,The lawyers thanked the secretary .,entailment, the president and the judge are the same .,subsequence
entailment,The tourist and the senator introduced the president .,The senator introduced the president .,contradiction, the and and the are different .,subsequence
entailment,The judges thanked the managers and the senator .,The judges thanked the managers .,entailment, the manager and the pastor are the same .,subsequence
entailment,The manager advised the doctor and the judges .,The manager advised the doctor .,entailment, the doctor is the doctor .,subsequence
entailment,The secretaries and the actor ran .,The actor ran .,entailment, the actor ran is the same as the actor ran .,subsequence
entailment,The manager recommended the doctor and the athletes .,The manager recommended the doctor .,entailment, the employee is the employee .,subsequence
entailment,The scientists and the president ran .,The president ran .,entailment, the run ran is the same as the president ran .,subsequence
entailment,The professor and the tourists believed the secretaries .,The tourists believed the secretaries .,entailment, the professor and the tourists are the same .,subsequence
entailment,The lawyer and the manager ran .,The manager ran .,entailment, the manager is a lawyer .,subsequence
entailment,The students and the secretaries mentioned the doctor .,The secretaries mentioned the doctor .,entailment, the students and the doctor are the same .,subsequence
entailment,The lawyers and the student introduced the secretary .,The student introduced the secretary .,contradiction," the subject is either a veteran and the student , or the student .",subsequence
entailment,The tourists and the doctors ran .,The doctors ran .,entailment, the passengers and the doctors ran is the same as the doctors ran .,subsequence
entailment,The managers saw the actor and the students .,The managers saw the actor .,entailment, the cameraman and the actors are the same .,subsequence
entailment,The lawyers and the doctor ran .,The doctor ran .,entailment, the doctor and the doctor ran are the same thing .,subsequence
entailment,The actors and the judges danced .,The judges danced .,entailment, the actors are dancers .,subsequence
entailment,The lawyer and the presidents admired the manager .,The presidents admired the manager .,entailment, the name of the manager and the gentlemen have the same meaning .,subsequence
entailment,The bankers advised the doctor and the tourists .,The bankers advised the doctor .,entailment, the doctor and the doctor are both at the same time .,subsequence
entailment,The tourists and the athletes advised the managers .,The athletes advised the managers .,entailment, the cyclists and the athletes who are the the group of athletes .,subsequence
entailment,The doctor and the athletes thanked the scientist .,The athletes thanked the scientist .,entailment, the doctor and the athletes are the same .,subsequence
entailment,The managers and the student resigned .,The student resigned .,entailment, the and and student are both subjects .,subsequence
entailment,The athlete saw the professor and the judges .,The athlete saw the professor .,entailment, the fact that the athlete saw the professor and the judges is a way of saying the saw the professor .,subsequence
entailment,The athlete recommended the student and the manager .,The athlete recommended the student .,entailment, the athlete is the student .,subsequence
entailment,The artist and the lawyers helped the senator .,The lawyers helped the senator .,entailment, the and the are both .,subsequence
entailment,The actor and the senator advised the judge .,The senator advised the judge .,entailment, the actor is the judge .,subsequence
entailment,The presidents encouraged the manager and the judges .,The presidents encouraged the manager .,entailment, the manager and the judges are the same .,subsequence
entailment,The athlete avoided the actor and the president .,The athlete avoided the actor .,entailment, the athlete is the actor and the president .,subsequence
entailment,The artist and the tourists performed .,The tourists performed .,entailment, the artist and the tourists are performing .,subsequence
entailment,The artists saw the actor and the secretary .,The artists saw the actor .,entailment, the actor saw the actor and the singer .,subsequence
entailment,The artist contacted the author and the lawyers .,The artist contacted the author .,entailment, the artist is the same as the author .,subsequence
entailment,The actors and the authors resigned .,The authors resigned .,entailment, the actors and the pope were the same .,subsequence
entailment,The doctors and the artists stopped the president .,The artists stopped the president .,entailment, the second sentence is less descriptive of the artists,subsequence
entailment,The author stopped the athlete and the professor .,The author stopped the athlete .,entailment, the author is the athlete,subsequence
entailment,The actor and the doctors resigned .,The doctors resigned .,entailment, the actor and the doctors are the same .,subsequence
entailment,The actor introduced the judge and the presidents .,The actor introduced the judge .,entailment, the actor is the judge .,subsequence
entailment,The judge and the presidents ran .,The presidents ran .,entailment, the president ran is a rephrasing of the first sentence .,subsequence
entailment,The athletes supported the presidents and the lawyer .,The athletes supported the presidents .,contradiction, the athletes are either having the same or the president .,subsequence
entailment,The athletes admired the manager and the scientists .,The athletes admired the manager .,entailment, the athletes are the manager .,subsequence
entailment,The lawyer and the judges saw the manager .,The judges saw the manager .,entailment, the jockey and the judges are the same thing .,subsequence
entailment,The student stopped the athlete and the lawyer .,The student stopped the athlete .,entailment, the student is the athlete and the jockey is a athlete .,subsequence
entailment,The authors and the doctors waited .,The doctors waited .,entailment, doctors and doctors are doctors .,subsequence
entailment,The president and the manager arrived .,The manager arrived .,entailment, the manager and the manager are the same .,subsequence
entailment,The professor avoided the scientists and the banker .,The professor avoided the scientists .,entailment, the professor and the apprentice are both sentences .,subsequence
entailment,The bankers and the athlete recognized the artists .,The athlete recognized the artists .,entailment, the athlete is the athlete .,subsequence
entailment,The artist and the lawyer contacted the secretaries .,The lawyer contacted the secretaries .,entailment, the singer and the lawyer are the same .,subsequence
entailment,The senator and the student arrived .,The student arrived .,entailment, the student is a student .,subsequence
entailment,The doctor avoided the athlete and the senators .,The doctor avoided the athlete .,entailment, the doctor is the same as a doctor .,subsequence
entailment,The athletes and the manager resigned .,The manager resigned .,entailment, the team and the manager are both sentences .,subsequence
entailment,The artists advised the secretaries and the authors .,The artists advised the secretaries .,neutral, the fact that the artists are the same does not imply they are the .,subsequence
entailment,The artist and the scientist called the manager .,The scientist called the manager .,entailment, the scientist is the scientist .,subsequence
entailment,The doctor and the presidents arrived .,The presidents arrived .,entailment, the doctors and the bridesmaids were the same thing .,subsequence
entailment,The managers avoided the actors and the scientist .,The managers avoided the actors .,contradiction, the actors can not be the same as they were the same group .,subsequence
entailment,The actors and the athletes shouted .,The athletes shouted .,entailment, the actors are the athletes .,subsequence
entailment,The manager avoided the secretaries and the athletes .,The manager avoided the secretaries .,entailment, the manager was the manager .,subsequence
entailment,The bankers and the artist introduced the authors .,The artist introduced the authors .,entailment, the artist and the artist are the same .,subsequence
entailment,The author and the senators ran .,The senators ran .,entailment, the name ran the name .,subsequence
entailment,The judges and the doctors thanked the secretaries .,The doctors thanked the secretaries .,entailment, the nurses and the doctors are the same .,subsequence
entailment,The professor and the artists introduced the student .,The artists introduced the student .,entailment, the professor and the artists are the same .,subsequence
entailment,The doctor and the athlete supported the senators .,The athlete supported the senators .,entailment, the doctor is being helped .,subsequence
entailment,The banker saw the lawyer and the student .,The banker saw the lawyer .,entailment, the person who is the cop is the .,subsequence
entailment,The artist and the actors introduced the doctors .,The actors introduced the doctors .,entailment, the actors and the actors are the same .,subsequence
entailment,The students and the tourists danced .,The tourists danced .,entailment, the students and the tourists are dancing .,subsequence
entailment,The lawyers and the scientist ran .,The scientist ran .,entailment," the second sentence is just a more detailed version of the first sentence , but the second sentence states that the surgeon was just running .",subsequence
entailment,The senator and the students slept .,The students slept .,entailment, the second sentence is a rephrasing of the first sentence that the professor and the students were .,subsequence
entailment,The secretary and the actors called the athletes .,The actors called the athletes .,entailment, the actors are the actors .,subsequence
entailment,The tourists contacted the managers and the doctors .,The tourists contacted the managers .,entailment, the customers are the same .,subsequence
entailment,The artists and the managers waited .,The managers waited .,entailment, the customers and the manager are waiting .,subsequence
entailment,The athletes and the scientists contacted the tourists .,The scientists contacted the tourists .,entailment, the athletes who are the scientists are the .,subsequence
entailment,The secretaries mentioned the athlete and the students .,The secretaries mentioned the athlete .,entailment," the second sentence says the same thing about the same thing , but it is implied that they are the athlete .",subsequence
entailment,The professors and the doctors avoided the actor .,The doctors avoided the actor .,entailment, the doctors and the doctors who the patient are the same thing .,subsequence
entailment,The senators introduced the athlete and the scientists .,The senators introduced the athlete .,entailment, the athlete is being observed by the athlete .,subsequence
entailment,The judges and the artists avoided the actors .,The artists avoided the actors .,entailment, the artists are being interviewed .,subsequence
entailment,The lawyers encouraged the scientists and the secretary .,The lawyers encouraged the scientists .,contradiction, the doctors and the are not the same .,subsequence
entailment,The tourists and the artists supported the banker .,The artists supported the banker .,entailment, the artists are the same as the artists .,subsequence
entailment,The managers and the tourists introduced the athletes .,The tourists introduced the athletes .,entailment, the and and the tourists are the same .,subsequence
entailment,The judges and the president introduced the tourists .,The president introduced the tourists .,entailment, the president and the president and the words are the same .,subsequence
entailment,The bankers and the actors stopped the secretary .,The actors stopped the secretary .,entailment, the actors are the officers .,subsequence
entailment,The authors called the secretary and the student .,The authors called the secretary .,entailment, the nun and the student are both in the same place .,subsequence
entailment,The artist recommended the students and the tourist .,The artist recommended the students .,entailment, the artist is the student,subsequence
entailment,The authors and the actor saw the scientists .,The actor saw the scientists .,entailment, the cameraman saw the .,subsequence
entailment,The managers introduced the students and the athlete .,The managers introduced the students .,entailment, the staff and the student are both in the same place .,subsequence
entailment,The banker and the athlete introduced the manager .,The athlete introduced the manager .,entailment, the person is a,subsequence
entailment,The president recommended the actor and the lawyer .,The president recommended the actor .,entailment, the actor is giving a picture of a professional .,subsequence
entailment,The presidents and the lawyer saw the doctors .,The lawyer saw the doctors .,entailment, the `` the '' is another way of saying the `` john '' .,subsequence
entailment,The tourists and the artist thanked the presidents .,The artist thanked the presidents .,entailment, the tourist and the artist are the same .,subsequence
entailment,The professors and the presidents ran .,The presidents ran .,entailment, the president ran is a rephrasing of the first sentence .,subsequence
entailment,The athlete and the professors resigned .,The professors resigned .,entailment, the athletes are the same as the .,subsequence
entailment,The author advised the professors and the judges .,The author advised the professors .,entailment, the author and the judges are the same .,subsequence
entailment,The lawyer and the student stopped the artist .,The student stopped the artist .,entailment, the person is a lawyer and the student is a professional .,subsequence
entailment,The doctors and the artist shouted .,The artist shouted .,entailment, the second sentence is less descriptive of the artist,subsequence
entailment,The actor introduced the professors and the scientists .,The actor introduced the professors .,entailment, the cameraman is explaining the .,subsequence
entailment,The secretaries and the judges thanked the athletes .,The judges thanked the athletes .,entailment, the judges and the judges are the same .,subsequence
entailment,The actor and the lawyer admired the presidents .,The lawyer admired the presidents .,entailment, the person is a lawyer .,subsequence
entailment,The tourist and the author ran .,The author ran .,entailment, the tourist ran is the name of the author ran .,subsequence
entailment,The tourist called the professors and the student .,The tourist called the professors .,entailment, the tourist is the .,subsequence
entailment,The judge supported the manager and the tourists .,The judge supported the manager .,entailment, the manager is the manager .,subsequence
entailment,The actor and the tourist resigned .,The tourist resigned .,entailment, the actor and the tourist are the same person .,subsequence
entailment,The artist and the students avoided the secretary .,The students avoided the secretary .,entailment, the students are the students .,subsequence
entailment,The artist believed the banker and the lawyer .,The artist believed the banker .,contradiction, the person is either a lawyer or a lawyer .,subsequence
entailment,The artists and the athlete helped the judge .,The athlete helped the judge .,entailment, the athlete and the athlete helped the judge is the same as the athlete and the athlete helped the judge .,subsequence
entailment,The doctor and the students arrived .,The students arrived .,entailment, the doctor and the students were the students .,subsequence
entailment,The authors called the students and the tourist .,The authors called the students .,entailment, the information is the same as the students .,subsequence
entailment,The tourists supported the scientists and the artist .,The tourists supported the scientists .,entailment, the people are being observed by the artist .,subsequence
entailment,The artists and the banker shouted .,The banker shouted .,entailment, the rapper is a fellow .,subsequence
entailment,The lawyers and the actor avoided the judge .,The actor avoided the judge .,entailment," the sentence is the same as the actor , the second sentence is a rephrasing of the first sentence .",subsequence
entailment,The managers and the senators believed the scientist .,The senators believed the scientist .,entailment, the manager and the officials who the second sentence are the same .,subsequence
entailment,The president and the doctors danced .,The doctors danced .,contradiction, the president and the doctors are dancing .,subsequence
entailment,The scientist and the tourist mentioned the managers .,The tourist mentioned the managers .,entailment, the traveler and the tourist are the same .,subsequence
entailment,The bankers recommended the president and the lawyer .,The bankers recommended the president .,entailment, the nun is the doctor which is the case .,subsequence
entailment,The secretaries thanked the scientists and the student .,The secretaries thanked the scientists .,entailment, the university and the student are in the same place .,subsequence
entailment,The manager and the artist recognized the senator .,The artist recognized the senator .,entailment, the artist is the name of the artist .,subsequence
entailment,The senator and the manager shouted .,The manager shouted .,entailment, the manager is a leader .,subsequence
entailment,The manager and the athlete performed .,The athlete performed .,entailment, the athlete and the athlete perform is the same as the athlete and the athlete .,subsequence
entailment,The professor and the athlete recognized the authors .,The athlete recognized the authors .,entailment, the professor and the athlete are the same .,subsequence
entailment,The authors and the actors advised the secretaries .,The actors advised the secretaries .,entailment, the actors are the same as the actors .,subsequence
entailment,The bankers and the manager contacted the judges .,The manager contacted the judges .,entailment, the manager is the manager .,subsequence
entailment,The student and the senators arrived .,The senators arrived .,entailment, the student and the six are the same thing .,subsequence
entailment,The president and the secretary shouted .,The secretary shouted .,entailment, the president that the president is saying that the president and the president .,subsequence
entailment,The secretary contacted the athletes and the professor .,The secretary contacted the athletes .,entailment, the uniformed lady the professor and the professor .,subsequence
entailment,The managers supported the artists and the student .,The managers supported the artists .,entailment, the conductor and the student are both at the same time .,subsequence
entailment,The presidents and the judge believed the managers .,The judge believed the managers .,entailment, the judge and the judge have the meaning of the words .,subsequence
entailment,The student and the judges thanked the lawyers .,The judges thanked the lawyers .,neutral, the first sentence is explaining the student and the judges .,subsequence
entailment,The tourist and the scientists supported the author .,The scientists supported the author .,entailment, the word `` '' and `` the '' are the same .,subsequence
entailment,The professors and the actor advised the bankers .,The actor advised the bankers .,entailment, the actor is the actor .,subsequence
entailment,The doctors and the artist introduced the scientists .,The artist introduced the scientists .,entailment, the artist is the same as the artist .,subsequence
entailment,The judges contacted the lawyers and the author .,The judges contacted the lawyers .,entailment, the second sentence says the judges are the same .,subsequence
entailment,The senator and the manager slept .,The manager slept .,entailment, the manager is the same as the manager .,subsequence
entailment,The actors and the doctor recommended the senators .,The doctor recommended the senators .,entailment, the doctor is the same as the doctor .,subsequence
entailment,The athletes and the artists helped the lawyers .,The artists helped the lawyers .,entailment, the athletes and the artists helped the .,subsequence
entailment,The athletes stopped the artists and the lawyer .,The athletes stopped the artists .,entailment, the cyclist and the jockey are both male and the professional .,subsequence
entailment,The lawyers encouraged the actors and the professors .,The lawyers encouraged the actors .,entailment, the actors are giving the picture .,subsequence
entailment,The lawyers and the tourist recognized the professor .,The tourist recognized the professor .,entailment, the and the second is both are the same .,subsequence
entailment,The actor thanked the athletes and the tourist .,The actor thanked the athletes .,entailment, the actor is the same as the fellow .,subsequence
